#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: filescan
# Plugin Description: Pool scanner for file objects
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" filescan --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
Offset(P)            #Ptr   #Hnd Access Name
0x000000013e72e950      6      0 R--rwd \Device\HarddiskVolume1\Windows\System32\ntshrui.dll
0x000000013e730280      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163
0x000000013e732380     16      0 R--rwd \Device\HarddiskVolume1\Windows\System32\C_874.NLS
0x000000013e7325b0      9      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e736470      1      1 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Cache\data_3
0x000000013e7365c0      1      1 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Cache\data_0
0x000000013e736720      1      1 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_1
0x000000013e736d00     12      1 R--rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Local Storage\leveldb\002553.ldb
0x000000013e737b70      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163
0x000000013e739ce0      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e73c070      1      0 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\GPUCache\index
0x000000013e73c1d0      1      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\000118.log
0x000000013e73c320      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.23894_none_145eb2808b8d6928
0x000000013e73e530     15      0 R--rwd \Device\HarddiskVolume1\Windows\System32\timedate.cpl
0x000000013e73e680     17      1 RW-r-- \Device\HarddiskVolume1\ProgramData\Microsoft\Windows Defender\Support\MPLog-07132009-221054.log
0x000000013e73ef20      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\mssvp.dll
0x000000013e73fc40     14      0 R--rwd \Device\HarddiskVolume1\Windows\System32\FirewallControlPanel.dll
0x000000013e741690     18      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\MANIFEST-000116
0x000000013e742670      1      1 ------ \Device\NamedPipe\wkssvc
0x000000013e749630      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0x000000013e74b8a0      2      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\config\TxR\{016888cc-6c6f-11de-8d1d-001e0bcde3ec}.TxR.5.regtrans-ms
0x000000013e74bea0      2      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\config\TxR\{016888cc-6c6f-11de-8d1d-001e0bcde3ec}.TxR.3.regtrans-ms
0x000000013e74d070      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\chrome_200_percent.pak
0x000000013e74e490      1      1 RW-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Local Extension Settings\ghbmnnjooekpmoecnnnilnnbdlolhkhi\LOCK
0x000000013e74fa90     24      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e756790     14      0 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\GPUCache\data_1
0x000000013e7568e0      1      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Platform Notifications\000003.log
0x000000013e7578c0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0x000000013e759cc0      1      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010009.ci
0x000000013e75c6a0     12      0 R--rwd \Device\HarddiskVolume1\Windows\System32\prncache.dll
0x000000013e75c840      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013e75d630      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\resources.pak
0x000000013e75d810      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\Locales\en-US.pak
0x000000013e75ed00      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\icudtl.dat
0x000000013e760410      8      0 R--rwd \Device\HarddiskVolume1\Windows\System32\appwiz.cpl
0x000000013e7659b0      1      1 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_3
0x000000013e765b00      1      1 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Cache\data_0
0x000000013e768170     15      1 R--rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Sync Data\LevelDB\000018.ldb
0x000000013e7682c0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e76bc50     11      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\propsys.dll
0x000000013e76be60      1      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010001.dir
0x000000013e76e740     30      0 R--rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Local Extension Settings\ghbmnnjooekpmoecnnnilnnbdlolhkhi\000003.log
0x000000013e76f070      1      1 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Cache\data_1
0x000000013e770600      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_41e855142bd5705d
0x000000013e770a20      1      1 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Cache\data_2
0x000000013e773370     33      1 RW-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Slack\Cookies-journal
0x000000013e776360     19      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\BudgetDatabase\LOG
0x000000013e779dd0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wow64cpu.dll
0x000000013e779f20      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e77c070     15      0 R--rwd \Device\HarddiskVolume1\Windows\System32\en-US\recdisc.exe.mui
0x000000013e77cdd0     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e77cf20     13      0 RW---- \Device\HarddiskVolume1\Windows\Prefetch\AgAppLaunch.db
0x000000013e780200     18      1 -W-rw- \Device\HarddiskVolume1門౼￿rs\Warren\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Desktop.ini
0x000000013e780cc0     11      0 R--rwd \Device\HarddiskVolume1\Windows\System32\pnidui.dll
0x000000013e7825f0      2      1 ------ \Device\NamedPipe\mojo.3384.3540.8856384307959194780
0x000000013e7c9070      2      1 RW-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\QuotaManager
0x000000013e7c95f0     33      1 RW-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\QuotaManager-journal
0x000000013e7c9740      1      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Local Extension Settings\ghbmnnjooekpmoecnnnilnnbdlolhkhi\MANIFEST-000001
0x000000013e7cd3e0     10      0 R--r-- \Device\HarddiskVolume1\Windows\Prefetch\AgRobust.db
0x000000013e7cdf20     10      0 R--rwd \Device\HarddiskVolume1\Windows\System32\ieframe.dll
0x000000013e7d4b10      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013e7d5070     11      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\en-US\shell32.dll.mui
0x000000013e7d6400     16      0 R--rwd \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.wid
0x000000013e7d6d90     15      0 R--rwd \Device\HarddiskVolume1\Windows\System32\C_1253.NLS
0x000000013e7d8780      3      3 R--r-- \Device\HarddiskVolume1\Windows\Fonts\arial.ttf
0x000000013e7d88d0      3      3 R--r-- \Device\HarddiskVolume1\Windows\Fonts\arialbd.ttf
0x000000013e7e19d0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e7e2070      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163
0x000000013e7e2740      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0x000000013e7e3250      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.23894_none_5c0be957a009922e
0x000000013e7e42e0      1      1 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Cache\index
0x000000013e7e4d30      1      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Local Extension Settings\ikojddbdekpboemgplhbloojlncbpmdd\MANIFEST-000001
0x000000013e7ec910     12      0 R--rwd \Device\HarddiskVolume1\Windows\System32\wwapi.dll
0x000000013e7f3070     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\loadperf.dll
0x000000013e7f4d50      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WmiApSrv.exe
0x000000013e7fb070      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\api-ms-win-crt-time-l1-1-0.dll
0x000000013e7fbf20     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\cryptsp.dll
0x000000013e7fd2c0     19      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Local Storage\leveldb\LOG
0x000000013e7fd410     17      1 R--rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\000005.ldb
0x000000013e7ffa50     33      1 RWDr-d \Device\HarddiskVolume1\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagLog.etl
0x000000013e80a070      1      1 R--rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\slack\app-4.4.2\v8_context_snapshot.bin
0x000000013e80a440      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0x000000013e80a590      1      1 R--rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\slack\app-4.4.2\icudtl.dat
0x000000013e80a6e0      1      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Slack\Local Storage\leveldb\MANIFEST-000001
0x000000013e80aad0     19      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Slack\Local Storage\leveldb\LOG
0x000000013e80ad70      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.18837_none_a4d981ff711297b6
0x000000013e80c620     13      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\malgunbd.ttf
0x000000013e80cf20      8      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\meiryob.ttc
0x000000013e80f070      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013e8129c0     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e8147e0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\security.dll
0x000000013e816650      2      1 ------ \Device\NamedPipe\mojo.3384.3540.10572073733609932470
0x000000013e816b00      2      1 ------ \Device\NamedPipe\mojo.3384.3540.17955574602599170655
0x000000013e816f20      3      3 R--r-- \Device\HarddiskVolume1\Windows\Fonts\times.ttf
0x000000013e819070     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\KBDUS.DLL
0x000000013e819d50     14      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e81e300     16      0 R--r-- \Device\HarddiskVolume1\Windows\Cursors\aero_nesw.cur
0x000000013e827c80     19      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Sync Data\LevelDB\LOG
0x000000013e828920     12      0 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_3
0x000000013e82a680     15      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\rsaenh.dll
0x000000013e82aaa0     16      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\imm32.dll
0x000000013e836e30      8      0 R--r-- \Device\HarddiskVolume1\Windows\Cursors\aero_busy.ani
0x000000013e837240     16      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\cga80woa.fon
0x000000013e838a60     16      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\vgasys.fon
0x000000013e838f20     16      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\vgaoem.fon
0x000000013e839f20      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\icudtl.dat
0x000000013e83c6d0      1      1 RW-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\File System\Origins\LOCK
0x000000013e83c820      3      1 ------ \Device\NamedPipe\crashpad_3384_GMNHWJTMKFPJIDJN
0x000000013e8438f0     16      0 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\GPUCache\data_3
0x000000013e844070     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e8441f0      1      0 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\index
0x000000013e844340      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.23894_none_145eb2808b8d6928
0x000000013e845a20      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\vss_ps.dll
0x000000013e845de0      7      0 R--r-d \Device\HarddiskVolume1\Windows\System32\fltLib.dll
0x000000013e848960      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163
0x000000013e849ca0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e84c8c0      9      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\api-ms-win-core-synch-l1-2-0.dll
0x000000013e84e750      1      1 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_0
0x000000013e84e940      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\v8_context_snapshot.bin
0x000000013e84ea90      1      1 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\data_0
0x000000013e84ebe0     13      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163\v8_context_snapshot.bin
0x000000013e8509b0      5      0 R--rwd \Device\HarddiskVolume1\Windows\System32\d3d8thk.dll
0x000000013e850b00     10      0 R--rwd \Device\HarddiskVolume1\Windows\System32\httpapi.dll
0x000000013e8516a0      2      1 ------ \Device\NamedPipe\mojo.3384.3540.3542225553431143112
0x000000013e852bc0     11      0 R--rwd \Device\HarddiskVolume1\Windows\System32\msimtf.dll
0x000000013e85fa30      2      1 RW-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Safe Browsing Cookies
0x000000013e85fcd0      2      1 R--r-d \Device\HarddiskVolume1\Program Files\Common Files\Microsoft Shared\OFFICE15\MSO.DLL
0x000000013e85fe20      1      1 RW-rw- \Device\HarddiskVolume1\Windows\WindowsUpdate.log
0x000000013e860070      2      1 ------ \Device\NamedPipe�?఑￿fref\Jneera\Qbjaybnqf\Vzntre_Yv
0x000000013e860f20      1      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Service Worker\Database\MANIFEST-000001
0x000000013e866c70      6      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\mf.dll
0x000000013e86abf0      4      0 ------ \Device\HarddiskVolume1\Windows\System32\locale.nls
0x000000013e86b8e0     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winsrv.dll
0x000000013e86ecd0     14      0 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\ShaderCache\GPUCache\index
0x000000013e86f070      1      1 RW-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Slack\Local Storage\leveldb\LOCK
0x000000013e86f370      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0x000000013e871630      1      1 ------ \Device\NamedPipe\mojo.3384.3540.3542225553431143112
0x000000013e875c00     15      0 R--rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\GCM Store\000003.log
0x000000013e876450     10      0 R--rwd \Device\HarddiskVolume1\Windows\System32\tapi32.dll
0x000000013e877b70      9      0 R--rwd \Device\HarddiskVolume1\Windows\System32\dot3api.dll
0x000000013e877f20      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e878300      2      1 ------ \Device\NamedPipe\mojo.2208.3008.9031769604562087181
0x000000013e878450      1      1 ------ \Device\NamedPipe\mojo.2208.3008.9031769604562087181
0x000000013e878970      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0x000000013e878c10      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013e87b2f0     19      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Local Extension Settings\ghbmnnjooekpmoecnnnilnnbdlolhkhi\LOG
0x000000013e87c520      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application
0x000000013e87cdd0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013e87e070     16      0 R--r-d \Device\HarddiskVolume1\Windows\Fonts\ega40woa.fon
0x000000013e87e760      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\sxssrv.dll
0x000000013e894070      2      1 ------ \Device\NamedPipe	
0x000000013e894c10      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e8979f0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e89cf20     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\perfproc.dll
0x000000013e89d830     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rasctrs.dll
0x000000013e89df20     15      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\jscript.dll
0x000000013e89ef20     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\tapiperf.dll
0x000000013e89f070      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\Users\Warren\NTUSER.DAT{016888bd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000013e89f6a0      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wbem\WmiApRpl.dll
0x000000013e8a0770     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e8a18c0      5      0 R--r-d \Device\HarddiskVolume1\ProgramData\Microsoft\Windows Defender\Definition Updates\{35F875EC-FE8D-4284-8D65-EB27CF6805EF}\mpengine.dll
0x000000013e8a5d40      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163
0x000000013e8a5f20     18      1 RW-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Visited Links
0x000000013e8a8480     19      1 -W-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Local Extension Settings\ikojddbdekpboemgplhbloojlncbpmdd\LOG
0x000000013e8a9980      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.18837_none_ec86b8d6858ec0bc
0x000000013e8aabf0     16      0 R--rwd \Device\HarddiskVolume1\Users\Public\Desktop\desktop.ini
0x000000013e8ae960      1      1 R--rw- \Device\HarddiskVolume1\Windows\System32
0x000000013e8b3f20     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wininit.exe
0x000000013e8c6b90      1      1 RW-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Local Storage\leveldb\LOCK
0x000000013e8cb200      1      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.wid
0x000000013e8cc7c0      1      1 ------ \Device\NamedPipe\Window
0x000000013e8ccf20      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e8d1ac0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Fonts\consolab.ttf
0x000000013e8d3600     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e8da7f0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\KernelBase.dll.mui
0x000000013e8daf20      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013e8db560     10      1 RW-r-d \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\AppData\Local\~FontCache-S-1-5-21-4288132831-552422005-3632184702-1000.dat
0x000000013e8db790      2      1 ------ \Device\NamedPipe\wkssvc
0x000000013e8dda70     14      0 R--rwd \Device\HarddiskVolume1\Windows\System32\sysclass.dll
0x000000013e8e0070      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0x000000013e8e01d0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0x000000013e8e0320      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\user32.dll.mui
0x000000013e8e0470     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e8e05c0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\shell32.dll.mui
0x000000013e8e0710      3      1 R--rwd \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Microsoft\SystemCertificates\My
0x000000013e8e0d60     16      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010008.wid
0x000000013e8e5cd0      4      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\Windows\ServiceProfiles\NetworkService\NTUSER.DAT{82a46d7a-8358-11ea-93b9-806e6f6e6963}.TM
0x000000013e8e83f0      4      1 RW-rwd \Device\clfs\Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{82a46d7e-8358-11ea-93b9-000c29cda890}.TM
0x000000013e8e8af0      1      1 ------ \Device\NamedPipe\epmapper
0x000000013e8e8c40      2      1 ------ \Device\NamedPipe\epmapper
0x000000013e90f220     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\pnrpsvc.dll
0x000000013e90f8d0     13      0 R--rwd \Device\HarddiskVolume1\Windows\System32\clb.dll
0x000000013e90fa20     15      0 R--r-d \Device\HarddiskVolume1\Windows\System32\drt.dll
0x000000013e90fe20      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mscoree.dll
0x000000013e92e6a0      1      1 ------ \Device\NamedPipe\mojo.2208.2864.15638055142121205821
0x000000013e930cc0      4      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e932b40     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\rasadhlp.dll
0x000000013e932dc0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e935980      1      1 R--rw- \Device\HarddiskVolume1\Program Files (x86)\Google\Chrome\Application\80.0.3987.163
0x000000013e935ad0      1      1 RW-rw- \Device\HarddiskVolume1\Users\Warren\AppData\Local\Google\Chrome\User Data\Default\Sync Data\LevelDB\LOCK
0x000000013e935c20     17      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013e936470     10      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\simsunb.ttf
0x000000013e9366c0     14      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\simsun.ttc
0x000000013e937800      4      0 R--r-- \Device\HarddiskVolume1\Windows\Fonts\micross.ttf
0x000000013e93a070      8      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ntmarta.dll
0x000000013e93da50     17      1 RW-rwd \Device\HarddiskVolume1\Users\Warren\AppData\Local\Temp\Slack Crashes\CrashpadMetrics-active.pma
0x000000013e944380     18      1 RW-r-- \Device\HarddiskVolume1\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkAccessProtection%4Operational.evtx
0x000000013e9444d0      2      1 ------ \Device\NamedPipe\mojo.2208.2864.15638055142121205821
0x000000013e944770     17      1 RWDrwd \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Slack\Cache\data_3
0x000000013e945a40     17      1 R--rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010002.ci
0x000000013e946310     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wsnmp32.dll
0x000000013e946e40     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\Apphlpdm.dll
