Volatility Foundation Volatility Framework 2.6
Offset(P)            #Ptr   #Hnd Access Name
0x000000003f752a00      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\shlwapi.dll
0x000000003f752d70     14      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\wininet.dll
0x000000003f753390     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\csrss.exe
0x000000003f754730      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\DEFAULT
0x000000003f755f20      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\msctf.dll
0x000000003f7568c0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\DEFAULT.LOG2
0x000000003f756b10      1      1 RWD--- \Device\HarddiskVolume2\Windows\System32\config\RegBack\DEFAULT
0x000000003f756e60      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\DEFAULT.LOG1
0x000000003f757d70     13      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\cryptbase.dll
0x000000003f758c80     13      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\setupapi.dll
0x000000003f758dd0      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003f758f20     13      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\lpk.dll
0x000000003f783a90      1      0 RW---- \Device\HarddiskVolume2\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0x000000003f7842b0     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netmscli.PNF
0x000000003f784400     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\rascfg.dll
0x000000003f784c80     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netserv.PNF
0x000000003f786450      2      1 RW-rw- \Device\clfs\SystemRoot\System32\Config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003f788800      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\lpk.dll
0x000000003f788b70     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\sechost.dll
0x000000003f7891c0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\iertutil.dll
0x000000003f790f20     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\setupapi.dll
0x000000003f7918c0     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\lltdio.PNF
0x000000003f791a10      2      1 ------ \Device\Afd\Endpoint
0x000000003f792dd0     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netrast.PNF
0x000000003f793070     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\ndisuio.PNF
0x000000003f793a50      2      1 ------ \Device\Afd\Endpoint
0x000000003f7943b0      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows Defender\Scans\History\Results\Resource\{6A7DFA5B-B22D-4822-BDF7-AC4EBC797AC3}
0x000000003f794600      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ws2_32.dll
0x000000003f7953b0     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\wfplwf.PNF
0x000000003f795600     33      1 RWDr-d \Device\HarddiskVolume2\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagLog.etl
0x000000003f796a90     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netnwifi.PNF
0x000000003f797070     16      0 R--r-- \Device\HarddiskVolume2\Windows\inf\netavpnt.PNF
0x000000003f7973b0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\ndiscapCfg.dll
0x000000003f799070     13      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f799c70     16      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\amd64_microsoft.windows.i..utomation.proxystub_6595b64144ccf1df_1.0.7600.16385_none_556753b6a456f932.manifest
0x000000003f79a530     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\gdi32.dll
0x000000003f79af20      3      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\ndiswan.sys
0x000000003f90e1f0      1      1 RW-rwd \Device\clfs\SystemRoot\System32\Config\TxR\{016888cd-6c6f-11de-8d1d-001e0bcde3ec}.TM
0x000000003f939f20     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f941870     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\oleaut32.dll
0x000000003f990f20     16      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\ega40woa.fon
0x000000003f991b30     18      0 RW-rwd \Device\HarddiskVolume2\$LogFile
0x000000003f9924d0      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f992700      1      0 R--r-- \Device\HarddiskVolume2\ProgramData\Microsoft\MF\Active.GRL
0x000000003f993070      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a
0x000000003f994ba0     33      0 RW-rwd \Device\HarddiskVolume2\$BitMap
0x000000003f999f20     22      0 RW-rwd \Device\HarddiskVolume2\$Mft
0x000000003f99a9a0     33      0 RW-rwd \Device\HarddiskVolume2\$Mft
0x000000003f99d290     31      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f9a0420      1      0 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Performance Monitor.lnk
0x000000003f9a0750      2      1 RW-r-- \Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLog.blf
0x000000003f9a38f0     27      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f9a4460      1      1 R----- \Device\HarddiskVolume2\System Volume Information\{4a2d02f5-1b32-11ea-9ae4-080027c6589a}{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000003f9a4b20     21      0 R--r-- \Device\HarddiskVolume2\Windows\System32\ntdll.dll
0x000000003f9a58d0     13      0 R--r-d \Device\HarddiskVolume2\Windows\System32\psapi.dll
0x000000003f9a5f20     32      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\crashdmp.sys
0x000000003f9a6050      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f9a6c10      1      1 R----- \Device\HarddiskVolume2\System Volume Information\{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000003f9a7b70      8      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f9a7f20     32      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\Dumpata.sys
0x000000003f9a8420      1      1 R----- \Device\HarddiskVolume2\System Volume Information\{9580ead8-1b0d-11ea-b265-080027c6589a}{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000003f9a9750      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000003f9a9a40      3      1 RW-r-- \Device\clfsTxfLog
0x000000003f9a9f20     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f9ac520     16      0 R--r-- \Device\HarddiskVolume2\Windows\System32\CodeIntegrity\driver.stl
0x000000003f9acf20      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\rasl2tp.sys
0x000000003f9ad2d0     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\hidparse.sys
0x000000003f9ad460      1      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f9ad640      1      1 R----- \Device\HarddiskVolume2\System Volume Information\{8400a35c-1709-11ea-82a6-080027c6589a}{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000003f9adc10      5      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\cdrom.sys
0x000000003f9ae390      2      1 RW-r-- \Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000002
0x000000003f9ae800      2      1 RW-r-- \Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLogContainer00000000000000000001
0x000000003f9b0350      1      1 RW-rwd \Device\clfs\Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000003f9b1310      2      1 RW-rw- \Device\clfsKtmLog
0x000000003f9b1700      2      1 RWDrwd \Device\clfs\Device\HarddiskVolume2\$Extend\$RmMetadata\$TxfLog\$TxfLog
0x000000003f9b22e0      9      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\iertutil.dll
0x000000003f9b3400      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f9b35f0     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f9b3e50      1      1 R----- \Device\HarddiskVolume2\System Volume Information\{8400a393-1709-11ea-82a6-080027c6589a}{3808876b-c176-4e48-b7ae-04046e6cc752}
0x000000003f9b5600      6      0 R--r-- \Device\HarddiskVolume2\Windows\SysWOW64\ntdll.dll
0x000000003f9b6f20     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f9b79a0      7      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\msvcrt.dll
0x000000003f9b7c00     14      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\crypt32.dll
0x000000003f9b89b0     16      0 R--r-d \Device\HarddiskVolume2\Windows\AppPatch\drvmain.sdb
0x000000003f9b8f20      2      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f9b92d0      4      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f9bb1e0     11      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\sechost.dll
0x000000003f9bc300     16      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\normaliz.dll
0x000000003f9bc580      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SECURITY
0x000000003f9bc880      3      1 R--rwd \Device\HarddiskVolume2\Windows\Fonts
0x000000003f9bd8b0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\hidusb.sys
0x000000003f9bdf20      3      1 RW--w- \Device\HarddiskVolume2\pagefile.sys
0x000000003f9bf580      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\hidclass.sys
0x000000003f9c0780      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\null.sys
0x000000003f9c0e80      7      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\vga.sys
0x000000003f9c1890      2      1 ------ \Device\Afd\Endpoint
0x000000003f9c19e0      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\Tasks\Microsoft\Windows\Media Center\InstallPlayReady
0x000000003f9c4d10      4      0 R----- \Device\CdRom0\
0x000000003f9c6890     11      0 R--r-- \Device\HarddiskVolume2\Windows\System32\CodeIntegrity\bootcat.cache
0x000000003f9c6f20     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\nsi.dll
0x000000003f9ced30     18      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f9cf590      3      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\shell32.dll
0x000000003f9cff20      6      0 R--r-d \Device\HarddiskVolume2\Windows\System32\cscapi.dll
0x000000003f9d1f20      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\mouhid.sys
0x000000003f9d2050     15      0 R--r-d \Device\HarddiskVolume2\Windows\System32\drivers\usbd.sys
0x000000003f9d2b90     33      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003f9d88a0      1      1 RW---- \Device\HarddiskVolume2\Windows\System32\config\SECURITY.LOG1
0x000000003f9dc2a0      7      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\advapi32.dll
0x000000003f9de9e0     12      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\ole32.dll
0x000000003f9deb30      5      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\KernelBase.dll
0x000000003f9dfd10     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\imagehlp.dll
0x000000003f9dff20     15      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\Wldap32.dll
0x000000003fa00ae0     16      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.wid
0x000000003fa03820     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msimg32.dll
0x000000003fa04640     15      0 RW-r-- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\46f433176bc0b3d2.automaticDestinations-ms
0x000000003fa04790      1      1 R--rw- \Device\HarddiskVolume2\Users\Alissa Simpson\Documents
0x000000003fa0d360      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003fa0d8b0      3      0 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.ci
0x000000003fa0da00      1      1 ------ \Device\NamedPipe\wkssvc
0x000000003fa0e7a0      2      1 ------ \Device\NamedPipe\srvsvc
0x000000003fa10160      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x000000003fa11070     16      0 RW-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.dir
0x000000003fa112b0     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1257.NLS
0x000000003fa11560     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1258.NLS
0x000000003fa116b0      1      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.ci
0x000000003fa11f20      1      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.dir
0x000000003fa12bc0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\elsTrans.dll
0x000000003fa12d10      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003fa12f20      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003fa13610     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1255.NLS
0x000000003fa13970      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003fa14600     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_852.NLS
0x000000003fa15d10      1      1 R--rw- \Device\HarddiskVolume2\Windows
0x000000003fa16070     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003fa166a0      1      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.7600.16385_en-us_020378a8991bbcc2.manifest
0x000000003fa16cf0      6      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Downloads\DumpIt\DumpIt.exe
0x000000003fa17b70      2      2 RW-rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x000000003fa183b0      2      2 RW-rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x000000003fa18810      1      0 R--rwd \Device\HarddiskVolume2\Program Files\WinRAR\WinRAR.exe
0x000000003fa192d0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\riched20.dll
0x000000003fa19500      2      2 RW-rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000003fa1a190      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003fa1ae90      3      0 R--r-d \Device\HarddiskVolume2\Program Files\WinRAR\WinRAR.exe
0x000000003fa1b3d0      1      0 R--rw- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\WinRAR\version.dat
0x000000003fa1b520      1      1 R--r-d \Device\HarddiskVolume2\Windows\Fonts\StaticCache.dat
0x000000003fa1c220      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003fa1c500      1      0 R--r-- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\5afe4de1b92fc382.customDestinations-ms
0x000000003fa1cf20      2      2 RW-rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
0x000000003fa1d180      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_2b24536c71ed437a
0x000000003fa1d2d0      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003fa1e330      2      0 R--r-d \Device\HarddiskVolume2\Windows\System32\mssph.dll
0x000000003fa2a840      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003fa2aa50     16      0 RW-r-- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\1b4dd67f29cb1962.automaticDestinations-ms
0x000000003fa2b8e0     17      1 RW-rw- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\index.dat
0x000000003fa2baf0      1      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Recent\desktop.ini
0x000000003fa2c5e0     17      1 RW-rw- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Cookies\index.dat
0x000000003fa2e660      1      0 R--rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\History\desktop.ini
0x000000003fa2ebd0     17      1 RW-rw- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\History\History.IE5\index.dat
0x000000003fa2fa90      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003fa2fda0     17      1 RW-rw- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\History\History.IE5\MSHist012019121120191212\index.dat
0x000000003fa3af20     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\elslad.dll
0x000000003fa3b070      1      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010006.dir
0x000000003fa3c330     16      0 R--r-- \Device\HarddiskVolume2\Windows\AppPatch\pcamain.sdb
0x000000003fa3c480     16      0 RW-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010006.dir
0x000000003fa3d2f0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\NlsData0000.dll
0x000000003fa3d650     16      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010006.wid
0x000000003fa3d9b0      3      0 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010006.ci
0x000000003fa3dd10     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\en-US\consent.exe.mui
0x000000003fa3ebc0      1      0 R--r-- \Device\HarddiskVolume2\Users\Alissa Simpson\Documents\Important.rar
0x000000003fa3ef20     12      0 R--r-d \Device\HarddiskVolume2\Windows\System32\elslad.dll
0x000000003fa3f120     11      0 R--r-- \Device\HarddiskVolume2\Windows\Fonts\cour.ttf
0x000000003fa3f4f0      9      0 R--r-d \Device\HarddiskVolume2\Windows\System32\elsTrans.dll
0x000000003fa3f950      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003fa476a0      1      1 ------ \Device\NamedPipe\srvsvc
0x000000003fa47ad0     11      0 R--r-d \Device\HarddiskVolume2\Users\SmartNet\Downloads\DumpIt\DumpIt.exe
0x000000003fa47f20      1      1 R--rw- \Device\HarddiskVolume2\Windows\System32
0x000000003fa494b0      2      1 ------ \Device\NamedPipe\VBoxTrayIPC-SmartNet
0x000000003fa52830      1      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Downloads\DumpIt\DumpIt.exe
0x000000003fa52e90      2      2 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000003fa54ed0      8      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wow64win.dll
0x000000003fa5ad10      2      1 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Downloads\DumpIt
0x000000003fa5c280      1      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\x86_microsoft.windows.i..utomation.proxystub_6595b64144ccf1df_1.0.7600.16385_none_9d148a8db8d32238.manifest
0x000000003fa5f420      1      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7601.17514_none_72d18a4386696c80.manifest
0x000000003fa60830      1      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\x86_microsoft.windows.systemcompatible_6595b64144ccf1df_6.0.7600.16385_none_49adccbde8169a03.manifest
0x000000003fa698a0     14      0 R--r-d \Device\HarddiskVolume2\Windows\System32\wow64cpu.dll
0x000000003fa6a880      2      2 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_1024.db
0x000000003fa6b4e0     16      0 R--r-d \Device\HarddiskVolume2\Windows\SysWOW64\imm32.dll
0x000000003fa6f2f0      2      1 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Downloads
0x000000003fa6fd10      2      1 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Downloads
0x000000003fa70ad0     10      0 R--r-d \Device\HarddiskVolume2\Windows\System32\appinfo.dll
0x000000003fa723e0     10      0 R--r-- \Device\HarddiskVolume2\Windows\AppPatch\sysmain.sdb
0x000000003fa72840      1      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003fa781c0      2      1 ------ \Device\NamedPipe\wkssvc
0x000000003fa78410      2      2 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db
0x000000003fa786f0      1      1 ------ \Device\NamedPipe\wkssvc
0x000000003fa79af0      2      1 ------ \Device\NamedPipe\lsass
0x000000003fa79d50      1      0 R--rw- \Device\HarddiskVolume2\Users\SmartNet\Links\Downloads.lnk
0x000000003fa79ea0      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000003fa7c420      2      1 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Downloads\DumpIt
0x000000003fa7e5d0      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0x000000003fa85ae0     16      1 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.wid
0x000000003fa88820     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\msimg32.dll
0x000000003fa89640     15      0 RW-r-- \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\46f433176bc0b3d2.automaticDestinations-ms
0x000000003fa89790      1      1 R--rw- \Device\HarddiskVolume2\Users\Alissa Simpson\Documents
0x000000003fa92360      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003fa928b0      3      0 RW-rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.ci
0x000000003fa92a00      1      1 ------ \Device\NamedPipe\wkssvc
0x000000003fa937a0      2      1 ------ \Device\NamedPipe\srvsvc
0x000000003fa95160      1      1 RW-rwd \Device\HarddiskVolume2\Users\SmartNet\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x000000003fa96070     16      0 RW-r-- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.dir
0x000000003fa962b0     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1257.NLS
0x000000003fa96560     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1258.NLS
0x000000003fa966b0      1      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.ci
0x000000003fa96f20      1      1 R--rw- \Device\HarddiskVolume2\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010005.dir
0x000000003fa97bc0     16      0 R--r-d \Device\HarddiskVolume2\Windows\System32\elsTrans.dll
0x000000003fa97d10      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003fa97f20      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003fa98610     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_1255.NLS
0x000000003fa98970      1      1 R--rw- \Device\HarddiskVolume2\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000003fa99600     16      0 ------ \Device\HarddiskVolume2\Windows\System32\C_852.NLS
0x000000003fa9ad10      1      1 R--rw- \Device\HarddiskVolume2\Windows
0x000000003fa9b070     19      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003fa9b6a0      1      0 R--r-- \Device\HarddiskVolume2\Windows\winsxs\Manifests\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_5.82.7600.16385_en-us_020378a8991bbcc2.manifest
0x000000003fa9bcf0      6      0 R--rwd \Device\HarddiskVolume2\Users\SmartNet\Downloads\DumpIt\DumpIt.exe
0x000000003fa9cb70      2      2 RW-rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db
0x000000003fa9d3b0      2      2 RW-rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db
0x000000003fa9d810      1      0 R--rwd \Device\HarddiskVolume2\Program Files\WinRAR\WinRAR.exe
0x000000003fa9e2d0     11      0 R--r-d \Device\HarddiskVolume2\Windows\System32\riched20.dll
0x000000003fa9e500      2      2 RW-rwd \Device\HarddiskVolume2\Users\Alissa Simpson\AppData\Local\Microsoft\Windows\Explorer\thumbcache_sr.db
0x000000003fa9f190      3      0 RW-rwd \Device\HarddiskVolume2\$Directory
0x000000003fa9fe90      3      0 R--r-d \Device\HarddiskVolume2\Program Files\WinRAR\WinRAR.exe
