#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: ssdt
# Plugin Description: Display SSDT entries
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" ssdt --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
[x64] Gathering all referenced SSDTs from KeAddSystemServiceTable...
  Entry 0x1076: 0xfffff96000143114 (NtUserCreateWindowEx) owned by win32k.sys
  Entry 0x1077: 0xfffff9600016fc00 (NtUserSetParent) owned by win32k.sys
  Entry 0x1078: 0xfffff960001759f4 (NtUserGetKeyboardState) owned by win32k.sys
  Entry 0x1079: 0xfffff96000171b40 (NtUserToUnicodeEx) owned by win32k.sys
  Entry 0x107a: 0xfffff9600016e304 (NtUserGetControlBrush) owned by win32k.sys
  Entry 0x107b: 0xfffff96000173c10 (NtUserGetClassName) owned by win32k.sys
  Entry 0x107c: 0xfffff9600022e4d0 (NtGdiAlphaBlend) owned by win32k.sys
  Entry 0x107d: 0xfffff96000229b3c (NtGdiDdBlt) owned by win32k.sys
  Entry 0x107e: 0xfffff9600029b560 (NtGdiOffsetRgn) owned by win32k.sys
  Entry 0x107f: 0xfffff96000172578 (NtUserDefSetText) owned by win32k.sys
  Entry 0x1080: 0xfffff960000ed9bc (NtGdiGetTextFaceW) owned by win32k.sys
  Entry 0x1081: 0xfffff96000133c50 (NtGdiStretchDIBitsInternal) owned by win32k.sys
  Entry 0x1082: 0xfffff96000173598 (NtUserSendInput) owned by win32k.sys
  Entry 0x1083: 0xfffff9600014950c (NtUserGetThreadDesktop) owned by win32k.sys
  Entry 0x1084: 0xfffff960000b6570 (NtGdiCreateRectRgn) owned by win32k.sys
  Entry 0x1085: 0xfffff96000133334 (NtGdiGetDIBitsInternal) owned by win32k.sys
  Entry 0x1086: 0xfffff9600017111c (NtUserGetUpdateRgn) owned by win32k.sys
  Entry 0x1087: 0xfffff9600029e24c (NtGdiDeleteClientObj) owned by win32k.sys
  Entry 0x1088: 0xfffff96000135a70 (NtUserGetIconSize) owned by win32k.sys
  Entry 0x1089: 0xfffff9600016b2b8 (NtUserFillWindow) owned by win32k.sys
  Entry 0x108a: 0xfffff96000299798 (NtGdiExtCreateRegion) owned by win32k.sys
  Entry 0x108b: 0xfffff9600029efcc (NtGdiComputeXformCoefficients) owned by win32k.sys
  Entry 0x108c: 0xfffff96000110230 (NtUserSetWindowsHookEx) owned by win32k.sys
  Entry 0x108d: 0xfffff9600014b418 (NtUserNotifyProcessCreate) owned by win32k.sys
  Entry 0x108e: 0xfffff9600029b3cc (NtGdiUnrealizeObject) owned by win32k.sys
  Entry 0x108f: 0xfffff9600016c004 (NtUserGetTitleBarInfo) owned by win32k.sys
  Entry 0x1090: 0xfffff960002a2ce8 (NtGdiRectangle) owned by win32k.sys
  Entry 0x1091: 0xfffff960001100dc (NtUserSetThreadDesktop) owned by win32k.sys
  Entry 0x1092: 0xfffff96000170f4c (NtUserGetDCEx) owned by win32k.sys
  Entry 0x1093: 0xfffff9600016c408 (NtUserGetScrollBarInfo) owned by win32k.sys
  Entry 0x1094: 0xfffff9600029b6a4 (NtGdiGetTextExtent) owned by win32k.sys
  Entry 0x1095: 0xfffff96000104aa4 (NtUserSetWindowFNID) owned by win32k.sys
  Entry 0x1096: 0xfffff9600029caac (NtGdiSetLayout) owned by win32k.sys
  Entry 0x1097: 0xfffff9600017063c (NtUserCalcMenuBar) owned by win32k.sys
  Entry 0x1098: 0xfffff9600012681c (NtUserThunkedMenuItemInfo) owned by win32k.sys
  Entry 0x1099: 0xfffff9600029b200 (NtGdiExcludeClipRect) owned by win32k.sys
  Entry 0x109a: 0xfffff96000167e74 (NtGdiCreateDIBSection) owned by win32k.sys
  Entry 0x109b: 0xfffff9600011120c (NtGdiGetDCforBitmap) owned by win32k.sys
  Entry 0x109c: 0xfffff96000109ca8 (NtUserDestroyCursor) owned by win32k.sys
  Entry 0x109d: 0xfffff96000163e4c (NtUserDestroyWindow) owned by win32k.sys
  Entry 0x109e: 0xfffff9600016d97c (NtUserCallHwndParam) owned by win32k.sys
  Entry 0x109f: 0xfffff9600011b3f0 (NtGdiCreateDIBitmapInternal) owned by win32k.sys
  Entry 0x10a0: 0xfffff960001698d4 (NtUserOpenWindowStation) owned by win32k.sys
  Entry 0x10a1: 0xfffff96000229c08 (NtGdiDdDeleteSurfaceObject) owned by win32k.sys
  Entry 0x10a2: 0xfffff96000229b50 (NtGdiDdCanCreateSurface) owned by win32k.sys
  Entry 0x10a3: 0xfffff96000229b8c (NtGdiDdCreateSurface) owned by win32k.sys
  Entry 0x10a4: 0xfffff9600011e2a8 (NtUserSetCursorIconData) owned by win32k.sys
  Entry 0x10a5: 0xfffff96000229c30 (NtGdiDdDestroySurface) owned by win32k.sys
  Entry 0x10a6: 0xfffff96000110bac (NtUserCloseDesktop) owned by win32k.sys
  Entry 0x10a7: 0xfffff96000169ac0 (NtUserOpenDesktop) owned by win32k.sys
  Entry 0x10a8: 0xfffff960001012f0 (NtUserSetProcessWindowStation) owned by win32k.sys
  Entry 0x10a9: 0xfffff96000144854 (NtUserGetAtomName) owned by win32k.sys
  Entry 0x10aa: 0xfffff96000229dbc (NtGdiDdResetVisrgn) owned by win32k.sys
  Entry 0x10ab: 0xfffff96000299580 (NtGdiExtCreatePen) owned by win32k.sys
  Entry 0x10ac: 0xfffff96000106678 (NtGdiCreatePaletteInternal) owned by win32k.sys
  Entry 0x10ad: 0xfffff9600029b380 (NtGdiSetBrushOrg) owned by win32k.sys
  Entry 0x10ae: 0xfffff96000173074 (NtUserBuildNameList) owned by win32k.sys
  Entry 0x10af: 0xfffff960002aa4dc (NtGdiSetPixel) owned by win32k.sys
  Entry 0x10b0: 0xfffff9600013bb38 (NtUserRegisterClassExWOW) owned by win32k.sys
  Entry 0x10b1: 0xfffff960002a6ab0 (NtGdiCreatePatternBrushInternal) owned by win32k.sys
  Entry 0x10b2: 0xfffff9600016c520 (NtUserGetAncestor) owned by win32k.sys
  Entry 0x10b3: 0xfffff960000c5d44 (NtGdiGetOutlineTextMetricsInternalW) owned by win32k.sys
  Entry 0x10b4: 0xfffff9600029b48c (NtGdiSetBitmapBits) owned by win32k.sys
  Entry 0x10b5: 0xfffff960001137dc (NtUserCloseWindowStation) owned by win32k.sys
  Entry 0x10b6: 0xfffff9600016e950 (NtUserGetDoubleClickTime) owned by win32k.sys
  Entry 0x10b7: 0xfffff9600016d618 (NtUserEnableScrollBar) owned by win32k.sys
  Entry 0x10b8: 0xfffff9600014a91c (NtGdiCreateSolidBrush) owned by win32k.sys
  Entry 0x10b9: 0xfffff960001601b0 (NtUserGetClassInfoEx) owned by win32k.sys
  Entry 0x10ba: 0xfffff9600029e184 (NtGdiCreateClientObj) owned by win32k.sys
  Entry 0x10bb: 0xfffff96000164984 (NtUserUnregisterClass) owned by win32k.sys
  Entry 0x10bc: 0xfffff96000139970 (NtUserDeleteMenu) owned by win32k.sys
  Entry 0x10bd: 0xfffff9600029b5bc (NtGdiRectInRegion) owned by win32k.sys
  Entry 0x10be: 0xfffff9600016f540 (NtUserScrollWindowEx) owned by win32k.sys
  Entry 0x10bf: 0xfffff960002aaa0c (NtGdiGetPixel) owned by win32k.sys
  Entry 0x10c0: 0xfffff9600016a90c (NtUserSetClassLong) owned by win32k.sys
  Entry 0x10c1: 0xfffff9600016c788 (NtUserGetMenuBarInfo) owned by win32k.sys
  Entry 0x10c2: 0xfffff96000229fb8 (NtGdiDdCreateSurfaceEx) owned by win32k.sys
  Entry 0x10c3: 0xfffff96000229bd8 (NtGdiDdCreateSurfaceObject) owned by win32k.sys
  Entry 0x10c4: 0xfffff960002a8a88 (NtGdiGetNearestPaletteIndex) owned by win32k.sys
  Entry 0x10c5: 0xfffff96000229e7c (NtGdiDdLockD3D) owned by win32k.sys
  Entry 0x10c6: 0xfffff96000229e90 (NtGdiDdUnlockD3D) owned by win32k.sys
  Entry 0x10c7: 0xfffff9600029a178 (NtGdiGetCharWidthW) owned by win32k.sys
  Entry 0x10c8: 0xfffff960001712d0 (NtUserInvalidateRgn) owned by win32k.sys
  Entry 0x10c9: 0xfffff9600016e8d0 (NtUserGetClipboardOwner) owned by win32k.sys
  Entry 0x10ca: 0xfffff9600017137c (NtUserSetWindowRgn) owned by win32k.sys
  Entry 0x10cb: 0xfffff96000175dbc (NtUserBitBltSysBmp) owned by win32k.sys
  Entry 0x10cc: 0xfffff9600029d0b0 (NtGdiGetCharWidthInfo) owned by win32k.sys
  Entry 0x10cd: 0xfffff96000170948 (NtUserValidateRect) owned by win32k.sys
  Entry 0x10ce: 0xfffff9600016b7e8 (NtUserCloseClipboard) owned by win32k.sys
  Entry 0x10cf: 0xfffff9600016f290 (NtUserOpenClipboard) owned by win32k.sys
  Entry 0x10d0: 0xfffff960001490b8 (NtGdiGetStockObject) owned by win32k.sys
  Entry 0x10d1: 0xfffff9600016ba40 (NtUserSetClipboardData) owned by win32k.sys
  Entry 0x10d2: 0xfffff9600016d070 (NtUserEnableMenuItem) owned by win32k.sys
  Entry 0x10d3: 0xfffff96000172978 (NtUserAlterWindowStyle) owned by win32k.sys
  Entry 0x10d4: 0xfffff9600024ff50 (NtGdiFillRgn) owned by win32k.sys
  Entry 0x10d5: 0xfffff9600016d1e0 (NtUserGetWindowPlacement) owned by win32k.sys
  Entry 0x10d6: 0xfffff9600027e69c (NtGdiModifyWorldTransform) owned by win32k.sys
  Entry 0x10d7: 0xfffff960000db6bc (NtGdiGetFontData) owned by win32k.sys
  Entry 0x10d8: 0xfffff9600016e9b8 (NtUserGetOpenClipboardWindow) owned by win32k.sys
  Entry 0x10d9: 0xfffff96000172a10 (NtUserSetThreadState) owned by win32k.sys
  Entry 0x10da: 0xfffff96000106dac (NtGdiOpenDCW) owned by win32k.sys
  Entry 0x10db: 0xfffff96000170258 (NtUserTrackMouseEvent) owned by win32k.sys
  Entry 0x10dc: 0xfffff9600029cc64 (NtGdiGetTransform) owned by win32k.sys
  Entry 0x10dd: 0xfffff9600016cf94 (NtUserDestroyMenu) owned by win32k.sys
  Entry 0x10de: 0xfffff9600029949c (NtGdiGetBitmapBits) owned by win32k.sys
  Entry 0x10df: 0xfffff9600010e330 (NtUserConsoleControl) owned by win32k.sys
  Entry 0x10e0: 0xfffff9600016f6e4 (NtUserSetActiveWindow) owned by win32k.sys
  Entry 0x10e1: 0xfffff960001128b4 (NtUserSetInformationThread) owned by win32k.sys
  Entry 0x10e2: 0xfffff9600016d2b0 (NtUserSetWindowPlacement) owned by win32k.sys
  Entry 0x10e3: 0xfffff9600016e3b8 (NtUserGetControlColor) owned by win32k.sys
  Entry 0x10e4: 0xfffff96000299e28 (NtGdiSetMetaRgn) owned by win32k.sys
  Entry 0x10e5: 0xfffff96000299f70 (NtGdiSetMiterLimit) owned by win32k.sys
  Entry 0x10e6: 0xfffff9600027daa0 (NtGdiSetVirtualResolution) owned by win32k.sys
  Entry 0x10e7: 0xfffff9600029aaac (NtGdiGetRasterizerCaps) owned by win32k.sys
  Entry 0x10e8: 0xfffff96000170020 (NtUserSetWindowWord) owned by win32k.sys
  Entry 0x10e9: 0xfffff96000173d20 (NtUserGetClipboardFormatName) owned by win32k.sys
  Entry 0x10ea: 0xfffff9600016a430 (NtUserRealInternalGetMessage) owned by win32k.sys
  Entry 0x10eb: 0xfffff9600016bb84 (NtUserCreateLocalMemHandle) owned by win32k.sys
  Entry 0x10ec: 0xfffff9600016d130 (NtUserAttachThreadInput) owned by win32k.sys
  Entry 0x10ed: 0xfffff9600010666c (NtGdiCreateHalftonePalette) owned by win32k.sys
  Entry 0x10ee: 0xfffff96000170540 (NtUserPaintMenuBar) owned by win32k.sys
  Entry 0x10ef: 0xfffff9600016a9d0 (NtUserSetKeyboardState) owned by win32k.sys
  Entry 0x10f0: 0xfffff9600029ccbc (NtGdiCombineTransform) owned by win32k.sys
  Entry 0x10f1: 0xfffff9600016cc74 (NtUserCreateAcceleratorTable) owned by win32k.sys
  Entry 0x10f2: 0xfffff960001720fc (NtUserGetCursorFrameInfo) owned by win32k.sys
  Entry 0x10f3: 0xfffff9600016c5e4 (NtUserGetAltTabInfo) owned by win32k.sys
  Entry 0x10f4: 0xfffff960000b28e8 (NtUserGetCaretBlinkTime) owned by win32k.sys
  Entry 0x10f5: 0xfffff960001483e8 (NtGdiQueryFontAssocInfo) owned by win32k.sys
  Entry 0x10f6: 0xfffff9600014a21c (NtUserProcessConnect) owned by win32k.sys
  Entry 0x10f7: 0xfffff96000174480 (NtUserEnumDisplayDevices) owned by win32k.sys
  Entry 0x10f8: 0xfffff9600016b8d0 (NtUserEmptyClipboard) owned by win32k.sys
  Entry 0x10f9: 0xfffff9600016cdb0 (NtUserGetClipboardData) owned by win32k.sys
  Entry 0x10fa: 0xfffff9600016f478 (NtUserRemoveMenu) owned by win32k.sys
  Entry 0x10fb: 0xfffff9600029adc0 (NtGdiSetBoundsRect) owned by win32k.sys
  Entry 0x10fc: 0xfffff9600029cf40 (NtGdiGetBitmapDimension) owned by win32k.sys
  Entry 0x10fd: 0xfffff9600016bb08 (NtUserConvertMemHandle) owned by win32k.sys
  Entry 0x10fe: 0xfffff9600016cd50 (NtUserDestroyAcceleratorTable) owned by win32k.sys
  Entry 0x10ff: 0xfffff9600016bf10 (NtUserGetGUIThreadInfo) owned by win32k.sys
  Entry 0x1100: 0xfffff960002ab160 (NtGdiCloseFigure) owned by win32k.sys
  Entry 0x1101: 0xfffff96000170094 (NtUserSetWindowsHookAW) owned by win32k.sys
  Entry 0x1102: 0xfffff9600016dc10 (NtUserSetMenuDefaultItem) owned by win32k.sys
  Entry 0x1103: 0xfffff9600016cac0 (NtUserCheckMenuItem) owned by win32k.sys
  Entry 0x1104: 0xfffff9600016bc70 (NtUserSetWinEventHook) owned by win32k.sys
  Entry 0x1105: 0xfffff9600016bd24 (NtUserUnhookWinEvent) owned by win32k.sys
  Entry 0x1106: 0xfffff9600016d51c (NtUserLockWindowUpdate) owned by win32k.sys
  Entry 0x1107: 0xfffff960001732a0 (NtUserSetSystemMenu) owned by win32k.sys
  Entry 0x1108: 0xfffff9600016db40 (NtUserThunkedMenuInfo) owned by win32k.sys
  Entry 0x1109: 0xfffff960002ab2c0 (NtGdiBeginPath) owned by win32k.sys
  Entry 0x110a: 0xfffff960002ab39c (NtGdiEndPath) owned by win32k.sys
  Entry 0x110b: 0xfffff960002ab860 (NtGdiFillPath) owned by win32k.sys
  Entry 0x110c: 0xfffff9600016d780 (NtUserCallHwnd) owned by win32k.sys
  Entry 0x110d: 0xfffff9600016b02c (NtUserDdeInitialize) owned by win32k.sys
  Entry 0x110e: 0xfffff96000172904 (NtUserModifyUserStartupInfoFlags) owned by win32k.sys
  Entry 0x110f: 0xfffff9600016e838 (NtUserCountClipboardFormats) owned by win32k.sys
  Entry 0x1110: 0xfffff9600029bcb4 (NtGdiAddFontMemResourceEx) owned by win32k.sys
  Entry 0x1111: 0xfffff9600024fe94 (NtGdiEqualRgn) owned by win32k.sys
  Entry 0x1112: 0xfffff9600029b15c (NtGdiGetSystemPaletteUse) owned by win32k.sys
  Entry 0x1113: 0xfffff9600029bfb0 (NtGdiRemoveFontMemResourceEx) owned by win32k.sys
  Entry 0x1114: 0xfffff960000e2df0 (NtUserEnumDisplaySettings) owned by win32k.sys
  Entry 0x1115: 0xfffff9600016df1c (NtUserPaintDesktop) owned by win32k.sys
  Entry 0x1116: 0xfffff9600029a464 (NtGdiExtEscape) owned by win32k.sys
  Entry 0x1117: 0xfffff9600029cf8c (NtGdiSetBitmapDimension) owned by win32k.sys
  Entry 0x1118: 0xfffff960000c01a4 (NtGdiSetFontEnumeration) owned by win32k.sys
  Entry 0x1119: 0xfffff9600016c9dc (NtUserChangeClipboardChain) owned by win32k.sys
  Entry 0x111a: 0xfffff9600016f8fc (NtUserSetClipboardViewer) owned by win32k.sys
  Entry 0x111b: 0xfffff9600010f9bc (NtUserShowWindowAsync) owned by win32k.sys
  Entry 0x111c: 0xfffff960002ac280 (NtGdiCreateColorSpace) owned by win32k.sys
  Entry 0x111d: 0xfffff960002ac380 (NtGdiDeleteColorSpace) owned by win32k.sys
  Entry 0x111e: 0xfffff96000173194 (NtUserActivateKeyboardLayout) owned by win32k.sys
  Entry 0x111f: 0xfffff96000237334 (NtGdiAbortDoc) owned by win32k.sys
  Entry 0x1120: 0xfffff960002ab238 (NtGdiAbortPath) owned by win32k.sys
  Entry 0x1121: 0xfffff96000237cd0 (NtGdiAddEmbFontToDC) owned by win32k.sys
  Entry 0x1122: 0xfffff960000fec0c (NtGdiAddFontResourceW) owned by win32k.sys
  Entry 0x1123: 0xfffff96000269de0 (NtGdiAddRemoteFontToDC) owned by win32k.sys
  Entry 0x1124: 0xfffff960002385c4 (NtGdiAddRemoteMMInstanceToDC) owned by win32k.sys
  Entry 0x1125: 0xfffff96000299ed8 (NtGdiAngleArc) owned by win32k.sys
  Entry 0x1126: 0xfffff960000b6540 (NtGdiAnyLinkedFonts) owned by win32k.sys
  Entry 0x1127: 0xfffff960002af150 (NtGdiArcInternal) owned by win32k.sys
  Entry 0x1128: 0xfffff960002b6c50 (NtGdiBRUSHOBJ_DeleteRbrush) owned by win32k.sys
  Entry 0x1129: 0xfffff960002b56a0 (NtGdiBRUSHOBJ_hGetColorTransform) owned by win32k.sys
  Entry 0x112a: 0xfffff960002b5490 (NtGdiBRUSHOBJ_pvAllocRbrush) owned by win32k.sys
  Entry 0x112b: 0xfffff960002b551c (NtGdiBRUSHOBJ_pvGetRbrush) owned by win32k.sys
  Entry 0x112c: 0xfffff960002b559c (NtGdiBRUSHOBJ_ulGetBrushColor) owned by win32k.sys
  Entry 0x112d: 0xfffff9600029b23c (NtGdiBeginGdiRendering) owned by win32k.sys
  Entry 0x112e: 0xfffff960002b535c (NtGdiCLIPOBJ_bEnum) owned by win32k.sys
  Entry 0x112f: 0xfffff960002b5280 (NtGdiCLIPOBJ_cEnumStart) owned by win32k.sys
  Entry 0x1130: 0xfffff960002b5008 (NtGdiCLIPOBJ_ppoGetPath) owned by win32k.sys
  Entry 0x1131: 0xfffff9600029aff0 (NtGdiCancelDC) owned by win32k.sys
  Entry 0x1132: 0xfffff9600029c3f8 (NtGdiChangeGhostFont) owned by win32k.sys
  Entry 0x1133: 0xfffff960002acd20 (NtGdiCheckBitmapBits) owned by win32k.sys
  Entry 0x1134: 0xfffff9600029b360 (NtGdiClearBitmapAttributes) owned by win32k.sys
  Entry 0x1135: 0xfffff9600022e30c (NtGdiClearBrushAttributes) owned by win32k.sys
  Entry 0x1136: 0xfffff960002acf00 (NtGdiColorCorrectPalette) owned by win32k.sys
  Entry 0x1137: 0xfffff960002b8f30 (NtGdiConfigureOPMProtectedOutput) owned by win32k.sys
  Entry 0x1138: 0xfffff9600027c8e0 (NtGdiConvertMetafileRect) owned by win32k.sys
  Entry 0x1139: 0xfffff9600029b21c (NtGdiCreateBitmapFromDxSurface) owned by win32k.sys
  Entry 0x113a: 0xfffff960002ac7e4 (NtGdiCreateColorTransform) owned by win32k.sys
  Entry 0x113b: 0xfffff9600024fa08 (NtGdiCreateEllipticRgn) owned by win32k.sys
  Entry 0x113c: 0xfffff960002a6a6c (NtGdiCreateHatchBrushInternal) owned by win32k.sys
  Entry 0x113d: 0xfffff960002a3420 (NtGdiCreateMetafileDC) owned by win32k.sys
  Entry 0x113e: 0xfffff960002b8ab0 (NtGdiCreateOPMProtectedOutputs) owned by win32k.sys
  Entry 0x113f: 0xfffff9600024fcd0 (NtGdiCreateRoundRectRgn) owned by win32k.sys
  Entry 0x1140: 0xfffff960002b9774 (NtGdiCreateServerMetaFile) owned by win32k.sys
  Entry 0x1141: 0xfffff96000229f18 (NtGdiD3dContextCreate) owned by win32k.sys
  Entry 0x1142: 0xfffff96000229f2c (NtGdiD3dContextDestroy) owned by win32k.sys
  Entry 0x1143: 0xfffff96000229f40 (NtGdiD3dContextDestroyAll) owned by win32k.sys
  Entry 0x1144: 0xfffff96000229f54 (NtGdiD3dValidateTextureStageState) owned by win32k.sys
  Entry 0x1145: 0xfffff960002bad8c (NtGdiDDCCIGetCapabilitiesString) owned by win32k.sys
  Entry 0x1146: 0xfffff960002bad30 (NtGdiDDCCIGetCapabilitiesStringLength) owned by win32k.sys
  Entry 0x1147: 0xfffff960002bae24 (NtGdiDDCCIGetTimingReport) owned by win32k.sys
  Entry 0x1148: 0xfffff960002baaa4 (NtGdiDDCCIGetVCPFeature) owned by win32k.sys
  Entry 0x1149: 0xfffff960002bac6c (NtGdiDDCCISaveCurrentSettings) owned by win32k.sys
  Entry 0x114a: 0xfffff960002bab70 (NtGdiDDCCISetVCPFeature) owned by win32k.sys
  Entry 0x114b: 0xfffff96000229b14 (NtGdiDdAddAttachedSurface) owned by win32k.sys
  Entry 0x114c: 0xfffff9600022a094 (NtGdiDdAlphaBlt) owned by win32k.sys
  Entry 0x114d: 0xfffff96000229b28 (NtGdiDdAttachSurface) owned by win32k.sys
  Entry 0x114e: 0xfffff9600022a044 (NtGdiDdBeginMoCompFrame) owned by win32k.sys
  Entry 0x114f: 0xfffff96000229ef0 (NtGdiDdCanCreateD3DBuffer) owned by win32k.sys
  Entry 0x1150: 0xfffff96000229b64 (NtGdiDdColorControl) owned by win32k.sys
  Entry 0x1151: 0xfffff96000229ea4 (NtGdiDdCreateD3DBuffer) owned by win32k.sys
  Entry 0x1152: 0xfffff96000229b78 (NtGdiDdCreateDirectDrawObject) owned by win32k.sys
  Entry 0x1153: 0xfffff9600022e3e8 (NtGdiDdCreateFullscreenSprite) owned by win32k.sys
  Entry 0x1154: 0xfffff9600022a01c (NtGdiDdCreateMoComp) owned by win32k.sys
  Entry 0x1155: 0xfffff9600022dd58 (NtGdiDdDDIAcquireKeyedMutex) owned by win32k.sys
  Entry 0x1156: 0xfffff9600022dca4 (NtGdiDdDDICheckExclusiveOwnership) owned by win32k.sys
  Entry 0x1157: 0xfffff9600022dc70 (NtGdiDdDDICheckMonitorPowerState) owned by win32k.sys
  Entry 0x1158: 0xfffff9600022dc28 (NtGdiDdDDICheckOcclusion) owned by win32k.sys
  Entry 0x1159: 0xfffff9600022de0c (NtGdiDdDDICheckSharedResourceAccess) owned by win32k.sys
  Entry 0x115a: 0xfffff9600022dde8 (NtGdiDdDDICheckVidPnExclusiveOwnership) owned by win32k.sys
  Entry 0x115b: 0xfffff96000167e4c (NtGdiDdDDICloseAdapter) owned by win32k.sys
  Entry 0x115c: 0xfffff9600022dda0 (NtGdiDdDDIConfigureSharedResource) owned by win32k.sys
  Entry 0x115d: 0xfffff9600022cb78 (NtGdiDdDDICreateAllocation) owned by win32k.sys
  Entry 0x115e: 0xfffff9600022cc98 (NtGdiDdDDICreateContext) owned by win32k.sys
  Entry 0x115f: 0xfffff9600022d4b4 (NtGdiDdDDICreateDCFromMemory) owned by win32k.sys
  Entry 0x1160: 0xfffff9600022cc50 (NtGdiDdDDICreateDevice) owned by win32k.sys
  Entry 0x1161: 0xfffff9600022dcec (NtGdiDdDDICreateKeyedMutex) owned by win32k.sys
  Entry 0x1162: 0xfffff9600022d338 (NtGdiDdDDICreateOverlay) owned by win32k.sys
  Entry 0x1163: 0xfffff9600022cce0 (NtGdiDdDDICreateSynchronizationObject) owned by win32k.sys
  Entry 0x1164: 0xfffff9600022cbe4 (NtGdiDdDDIDestroyAllocation) owned by win32k.sys
  Entry 0x1165: 0xfffff9600022ccbc (NtGdiDdDDIDestroyContext) owned by win32k.sys
  Entry 0x1166: 0xfffff9600022d9d0 (NtGdiDdDDIDestroyDCFromMemory) owned by win32k.sys
  Entry 0x1167: 0xfffff9600022cc74 (NtGdiDdDDIDestroyDevice) owned by win32k.sys
  Entry 0x1168: 0xfffff9600022dd34 (NtGdiDdDDIDestroyKeyedMutex) owned by win32k.sys
  Entry 0x1169: 0xfffff9600022d3a4 (NtGdiDdDDIDestroyOverlay) owned by win32k.sys
  Entry 0x116a: 0xfffff9600022cd28 (NtGdiDdDDIDestroySynchronizationObject) owned by win32k.sys
  Entry 0x116b: 0xfffff9600022d2c8 (NtGdiDdDDIEscape) owned by win32k.sys
  Entry 0x116c: 0xfffff9600022d380 (NtGdiDdDDIFlipOverlay) owned by win32k.sys
  Entry 0x116d: 0xfffff9600022dad0 (NtGdiDdDDIGetContextSchedulingPriority) owned by win32k.sys
  Entry 0x116e: 0xfffff9600022d410 (NtGdiDdDDIGetDeviceState) owned by win32k.sys
  Entry 0x116f: 0xfffff9600022ce04 (NtGdiDdDDIGetDisplayModeList) owned by win32k.sys
  Entry 0x1170: 0xfffff9600022ce88 (NtGdiDdDDIGetMultisampleMethodList) owned by win32k.sys
  Entry 0x1171: 0xfffff9600022ddc4 (NtGdiDdDDIGetOverlayState) owned by win32k.sys
  Entry 0x1172: 0xfffff9600022d278 (NtGdiDdDDIGetPresentHistory) owned by win32k.sys
  Entry 0x1173: 0xfffff9600022d160 (NtGdiDdDDIGetPresentQueueEvent) owned by win32k.sys
  Entry 0x1174: 0xfffff9600022db18 (NtGdiDdDDIGetProcessSchedulingPriorityClass) owned by win32k.sys
  Entry 0x1175: 0xfffff9600022cd94 (NtGdiDdDDIGetRuntimeData) owned by win32k.sys
  Entry 0x1176: 0xfffff9600022db98 (NtGdiDdDDIGetScanLine) owned by win32k.sys
  Entry 0x1177: 0xfffff9600022d2a4 (NtGdiDdDDIGetSharedPrimaryHandle) owned by win32k.sys
  Entry 0x1178: 0xfffff9600022dc04 (NtGdiDdDDIInvalidateActiveVidPn) owned by win32k.sys
  Entry 0x1179: 0xfffff9600022cdb8 (NtGdiDdDDILock) owned by win32k.sys
  Entry 0x117a: 0xfffff96000167bc0 (NtGdiDdDDIOpenAdapterFromDeviceName) owned by win32k.sys
  Entry 0x117b: 0xfffff9600022cefc (NtGdiDdDDIOpenAdapterFromHdc) owned by win32k.sys
  Entry 0x117c: 0xfffff9600022dd10 (NtGdiDdDDIOpenKeyedMutex) owned by win32k.sys
  Entry 0x117d: 0xfffff9600022cbc0 (NtGdiDdDDIOpenResource) owned by win32k.sys
  Entry 0x117e: 0xfffff9600022cd04 (NtGdiDdDDIOpenSynchronizationObject) owned by win32k.sys
  Entry 0x117f: 0xfffff9600022dbe0 (NtGdiDdDDIPollDisplayChildren) owned by win32k.sys
  Entry 0x1180: 0xfffff9600022ceac (NtGdiDdDDIPresent) owned by win32k.sys
  Entry 0x1181: 0xfffff96000167b90 (NtGdiDdDDIQueryAdapterInfo) owned by win32k.sys
