#########################################################################################################################################################################################################################################
# Investigation Details
# ======================
# Investigator Name: Solomon Sonya
# Investigation Description: Magnet Virtual Summit 2020 CTF - Memory
# Investigation Date: 2022-01-17-2008:58
#
# Analysis Framework
# ======================
# Analysis Framework Name: Xavier Framework
# Analysis Framework Version: 2.114
#
# Memory Analysis Binary
# ======================
# File Name: vol_2.6.exe	 File Size: 15.79 MBs	 Creation Date: 2022-01-16-1019:29	 Last Accessed: 2022-01-17-1948:58	 Last Modified: 2021-02-28-2253:29	 
# MD5: 2fc05486a3fe93cef213cc37748bf556	 SHA-256: 672a00461ffb8d59536c86192450b66d552e67809fc8584d1792b42b22c5f4e1	 
#
# Analysis Image Details
# ======================
# Memory Image Path: C:\xavier\xavier_framework\import\memory_image\memdump.mem
# File Name: memdump.mem	 File Size: 5.37 GBs	 Creation Date: 2022-01-17-2008:08	 Last Accessed: 2022-01-17-2008:13	 Last Modified: 2021-10-14-2125:48	 
# MD5: 224f93209cbea29e862890f30dfa762d	 SHA-256: 18e9007993c45f813dd5bd23b6bf6ad703d3e6ac70effd9c47a310a8443c7b8a	 
#
# Plugin Details
# ======================
# Plugin Name: handles
# Plugin Description: Print list of open handles for each process
#
# Execution Details
# ======================
# Execution Command: "C:\xavier\xavier_framework\import\memory_analysis\vol_2.6.exe" -f "C:\xavier\xavier_framework\import\memory_image\memdump.mem" handles --profile=Win7SP1x64
#########################################################################################################################################################################################################################################


Volatility Foundation Volatility Framework 2.6
Offset(V)             Pid             Handle             Access Type             Details
0xfffffa803187f370   2672              0x3fc           0x1f0001 ALPC Port        
0xfffffa80327e3b80   2672              0x404           0x1f0003 Event            
0xfffffa8031650340   2672              0x408           0x1f0003 Event            {43a2b8d7-6fed-4c18-bd36-b4630d61afb5}
0xfffffa8031b00710   2672              0x40c          0x21f0003 Event            
0xfffffa80320430c0   2672              0x410           0x100003 Event            
0xfffffa80337bd260   2672              0x414           0x1f0003 Event            
0xfffffa8031863420   2672              0x418           0x1f0003 Event            
0xfffffa803219d5d0   2672              0x41c              0x804 EtwRegistration  
0xfffffa8031d86ba0   2672              0x420           0x1f0003 Event            
0xfffffa8031eac8d0   2672              0x424           0x1f0003 Event            
0xfffff8a0043c9d10   2672              0x428            0x3001f Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\USERASSIST\{CEBFF5CD-ACE2-4F4F-9178-9926F41749EA}\COUNT
0xfffff8a00427efa0   2672              0x42c            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{33E28130-4E1E-4676-835A-98395C3BC3BB}\PROPERTYBAG
0xfffffa803173bb90   2672              0x430           0x1f0003 Semaphore        
0xfffff8a003c081b0   2672              0x434            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{52528A6B-B9E3-4ADD-B60D-588C2DBA842D}\PROPERTYBAG
0xfffff8a004224ad0   2672              0x438            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{56784854-C6CB-462B-8169-88E350ACB882}\PROPERTYBAG
0xfffff8a0043e81b0   2672              0x43c            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{491E922F-5643-4AF4-A7EB-4E7A138D8174}\PROPERTYBAG
0xfffff8a004244490   2672              0x440            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{A302545D-DEFF-464B-ABE8-61C8648D939B}\PROPERTYBAG
0xfffff8a004244d70   2672              0x444            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{2112AB0A-C86A-4FFE-A368-0DE96E47012E}\PROPERTYBAG
0xfffff8a004210880   2672              0x448            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{7B0DB17D-9CD2-4A93-9733-46CC89022E7C}\PROPERTYBAG
0xfffff8a0043811a0   2672              0x44c            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{18989B1D-99B5-455B-841C-AB7C74E4DDFC}\PROPERTYBAG
0xfffff8a0053fbb10   2672              0x450               0x10 Key              MACHINE\SOFTWARE\MICROSOFT\SECURITY CENTER
0xfffffa803186db40   2672              0x454              0x804 EtwRegistration  
0xfffffa80337d4650   2672              0x458           0x1f0003 Event            
0xfffff8a0043c0ec0   2672              0x45c            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{4BD8D571-6D19-48D3-BE97-422220080E43}\PROPERTYBAG
0xfffffa80317b8770   2672              0x460           0x1fffff Thread           TID 2672 PID 830180120
0xfffff8a004077d20   2672              0x464            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{3214FAB5-9757-4298-BB61-92A9DEAA44FF}\PROPERTYBAG
0xfffff8a004077c60   2672              0x468            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{ED4824AF-DCE4-45A8-81E2-FC7965083634}\PROPERTYBAG
0xfffffa80323d4490   2672              0x46c           0x1f0003 Event            
0xfffff8a0040fd530   2672              0x470            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\PROPERTYBAG
0xfffff8a003a5f060   2672              0x474            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{A990AE9F-A03B-4E80-94BC-9912D7504104}\PROPERTYBAG
0xfffff8a0042368f0   2672              0x478            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{B6EBFB86-6907-413C-9AF7-4FC2ABF07CC5}\PROPERTYBAG
0xfffffa8031798280   2672              0x47c           0x1f0003 Event            
0xfffffa803186b8c0   2672              0x480              0x804 EtwRegistration  
0xfffffa8033457c60   2672              0x484           0x1f0003 Event            
0xfffffa8031e95070   2672              0x488           0x100081 File             \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0xfffffa8031e94070   2672              0x48c           0x100081 File             \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Microsoft\Internet Explorer\Quick Launch\User Pinned
0xfffffa8031f27500   2672              0x490           0x1f0003 Event            
0xfffffa8031e94350   2672              0x494           0x100081 File             \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu
0xfffffa8031f27480   2672              0x498           0x1f0003 Event            
0xfffffa8031d1f070   2672              0x49c           0x100081 File             \Device\HarddiskVolume1\ProgramData\Microsoft\Windows\Start Menu
0xfffffa8031e49c10   2672              0x4a0           0x1f0003 Event            
0xfffffa8031e59f20   2672              0x4a4           0x100081 File             \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Microsoft\Windows\Start Menu
0xfffffa8031e49af0   2672              0x4a8           0x1f0003 Event            
0xfffffa8031ef4ad0   2672              0x4ac              0x804 EtwRegistration  
0xfffffa8031e32b60   2672              0x4b0           0x100081 File             \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Microsoft\Windows\Start Menu
0xfffffa8031ec0210   2672              0x4b4           0x1f0003 Event            
0xfffffa8031ef3a60   2672              0x4b8              0x804 EtwRegistration  
0xfffffa8031ef3b40   2672              0x4bc              0x804 EtwRegistration  
0xfffffa8031ef4bb0   2672              0x4c0           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffff8a004235fa0   2672              0x4c4                0x1 Key              MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\MAIN\FEATURECONTROL
0xfffff8a003a5f140   2672              0x4c8            0x20019 Key              MACHINE\SOFTWARE\POLICIES
0xfffff8a0045a1370   2672              0x4cc            0x20019 Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\POLICIES
0xfffff8a004235e40   2672              0x4d0            0x20019 Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE
0xfffff8a004585e50   2672              0x4d4            0x20019 Key              MACHINE\SOFTWARE
0xfffff8a0045a12b0   2672              0x4d8            0x20019 Key              MACHINE\SOFTWARE\WOW6432NODE
0xfffff8a0043d55d0   2672              0x4dc            0x20019 Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\INTERNET EXPLORER\MAIN
0xfffff8a004585d90   2672              0x4e0            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\INTERNET EXPLORER\MAIN
0xfffff8a004519290   2672              0x4e4            0x2001f Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0xfffff8a0045a11f0   2672              0x4e8            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS\ZONEMAP
0xfffff8a0043d5510   2672              0x4ec            0x20019 Key              MACHINE\SOFTWARE\POLICIES\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
0xfffff8a003da9fa0   2672              0x4f0            0x20019 Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\POLICIES\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
0xfffff8a0045191d0   2672              0x4f4            0x20019 Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
0xfffff8a0045a1130   2672              0x4f8            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\INTERNET SETTINGS
0xfffffa80310b6660   2672              0x4fc           0x1f0001 Mutant           _SHuassist.mtx
0xfffff8a00408a970   2672              0x500            0x3001f Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\USERASSIST\{F4E57C4B-2036-45F0-A9AB-443BCFE33D9F}\COUNT
0xfffff8a004381260   2672              0x504            0x2001f Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\WINDOWS\SHELL
0xfffffa8031ef4a40   2672              0x508           0x100003 Event            
0xfffff8a003da9f00   2672              0x510            0xf0007 Section          UrlZonesSM_Warren
0xfffffa803180cb30   2672              0x518           0x1f0001 Mutant           ZonesCacheCounterMutex
0xfffff8a0013d41c0   2672              0x51c                0x4 Section          C:*ProgramData*Microsoft*Windows*Caches*cversions.2.ro
0xfffff8a001fa84f0   2672              0x520                0x4 Section          C:*ProgramData*Microsoft*Windows*Caches*{E18A598A-CE62-42DF-946B-1507020B55D7}.2.ver0x0000000000000001.db
0xfffff8a0013d41c0   2672              0x524                0x4 Section          C:*ProgramData*Microsoft*Windows*Caches*cversions.2.ro
0xfffff8a001a0c320   2672              0x528                0x4 Section          C:*ProgramData*Microsoft*Windows*Caches*{4A82E471-6659-41F5-A1CF-AC69EE1BC762}.2.ver0x0000000000000002.db
0xfffffa8031815cf0   2672              0x52c           0x1f0001 Mutant           ZonesLockedCacheCounterMutex
0xfffff8a004398060   2672              0x530            0x2001f Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000_CLASSES\LOCAL SETTINGS\SOFTWARE\MICROSOFT\WINDOWS\SHELL
0xfffffa8031e7e470   2672              0x534           0x1f0001 Mutant           
0xfffff8a001011d60   2672              0x538            0x20019 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\FOLDERDESCRIPTIONS\{F3CE0F7C-4901-4ACC-8648-D5D44B04EF8F}\PROPERTYBAG
0xfffffa803185a510   2672              0x53c           0x100081 File             \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Microsoft\Windows\Libraries
0xfffff8a004529140   2672              0x540                0x8 Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION
0xfffff8a004529060   2672              0x544                0x8 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\APPCOMPATFLAGS
0xfffffa8032007060   2672              0x548           0x1f0003 Semaphore        
0xfffff8a00bacdc30   2672              0x54c            0x20006 Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\WINDOWS\SHELL\BAGS\1\DESKTOP
0xfffffa80317395f0   2672              0x550           0x100003 Semaphore        
0xfffff8a004fed4c0   2672              0x554            0x20019 Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXT\SETTINGS\{D0498E0A-45B7-42AE-A9AA-ABA463DBD3BF}
0xfffffa803186dc20   2672              0x558              0x804 EtwRegistration  
0xfffffa8031e2ea60   2672              0x55c           0x100081 File             \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Microsoft\Windows\Libraries
0xfffffa8031880550   2672              0x560           0x100003 Event            
0xfffffa8031f11200   2672              0x564           0x100003 Event            
0xfffffa803187d220   2672              0x568           0x1f0003 Semaphore        
0xfffffa80317fd420   2672              0x56c           0x1f0003 Event            
0xfffffa8033290950   2672              0x570           0x1f0003 Event            
0xfffffa8031aad5c0   2672              0x574           0x100003 Event            
0xfffffa8031a99700   2672              0x578           0x1f0003 Event            
0xfffffa80333cd750   2672              0x57c           0x1f0001 ALPC Port        
0xfffffa80317eaaf0   2672              0x580           0x1f0003 Event            
0xfffffa8031e65320   2672              0x584           0x1f0003 Event            
0xfffffa80325ae530   2672              0x58c           0x1f0003 Event            
0xfffffa80320aecf0   2672              0x590           0x100081 File             \Device\HarddiskVolume1\Users\Public\Desktop
0xfffffa80320b6b80   2672              0x594           0x1f0003 Event            
0xfffff8a004f70160   2672              0x598            0x20019 Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000_CLASSES\LOCAL SETTINGS\SOFTWARE\MICROSOFT\WINDOWS\SHELL\BAGS\ALLFOLDERS\SHELL
0xfffffa8031aad840   2672              0x59c           0x1f0003 Event            
0xfffffa803208a0f0   2672              0x5a0           0x1f0003 Event            
0xfffffa8031ae0210   2672              0x5a4           0x1f0003 Event            
0xfffffa803382dd80   2672              0x5a8           0x1f0003 Semaphore        
0xfffffa8033373aa0   2672              0x5ac           0x1f0003 Event            
0xfffffa80326685c0   2672              0x5b0           0x1f0003 Event            
0xfffffa803337d9b0   2672              0x5b4           0x1f0003 Event            
0xfffffa8031aad4c0   2672              0x5b8           0x1f0003 Event            
0xfffffa80316aa8e0   2672              0x5bc           0x1f0003 Event            
0xfffffa803315b8a0   2672              0x5c0           0x1f0003 Semaphore        
0xfffffa80317c4420   2672              0x5c4          0x21f0003 Event            
0xfffffa80318276f0   2672              0x5c8          0x21f0003 Event            
0xfffffa8031850510   2672              0x5cc           0x100081 File             \Device\HarddiskVolume1\Users\Warren\Desktop
0xfffffa80317a43a0   2672              0x5d0          0x21f0003 Event            
0xfffff8a003eaf2e0   2672              0x5d8                0x9 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\EXPLORER\COMMANDSTORE\SHELL\WINDOWS.ORGANIZE
0xfffffa8031f38a60   2672              0x5dc           0x1fffff Thread           TID 2672 PID 838045192
0xfffffa80316aeb50   2672              0x5e0           0x1fffff Thread           TID 2672 PID 829091576
0xfffffa80317a2320   2672              0x5e4           0x1f0003 Event            
0xfffffa80317a5320   2672              0x5e8           0x1f0003 Event            
0xfffffa8033176330   2672              0x5ec           0x1f0003 Event            
0xfffffa80323c6e20   2672              0x5f0           0x100081 File             \Device\HarddiskVolume1\Users\Warren\Downloads
0xfffffa803246e070   2672              0x5f4              0x804 EtwRegistration  
0xfffffa80316f98a0   2672              0x5f8           0x1f0003 Event            
0xfffffa80323d0460   2672              0x5fc              0x804 EtwRegistration  
0xfffffa803240e460   2672              0x600              0x804 EtwRegistration  
0xfffffa803163c790   2672              0x604           0x1f0003 Event            ShellDesktopSwitchEvent
0xfffffa80317ecd80   2672              0x608           0x1f0003 Event            
0xfffffa8031421a80   2672              0x60c              0x804 EtwRegistration  
0xfffffa80315f0070   2672              0x610              0x804 EtwRegistration  
0xfffffa803160f130   2672              0x614              0x804 EtwRegistration  
0xfffff8a0011b0e30   2672              0x618                0x4 Section          mmGlobalPnpInfo
0xfffff8a0047cabe0   2672              0x61c                0x1 Key              MACHINE\SOFTWARE\MICROSOFT\WINDOWS NT\CURRENTVERSION\DRIVERS32
0xfffffa80328e5430   2672              0x620              0x804 EtwRegistration  
0xfffffa80317f6230   2672              0x624              0x804 EtwRegistration  
0xfffffa8033385630   2672              0x628           0x100000 Event            DINPUTWINMM
0xfffffa8032558520   2672              0x62c           0x1f0001 ALPC Port        
0xfffffa80323d4410   2672              0x630           0x1f0003 Event            
0xfffffa8031f44490   2672              0x634           0x1f0001 Mutant           
0xfffffa8031e80670   2672              0x638           0x1f0001 Mutant           
0xfffffa8031ef7060   2672              0x63c           0x1fffff Thread           TID 2672 PID 837776392
0xfffffa803164fa80   2672              0x640           0x1f0003 Event            
0xfffffa803159d120   2672              0x644           0x1f0003 Event            
0xfffffa80314229b0   2672              0x648           0x1f0003 Event            
0xfffffa8031ef7060   2672              0x64c           0x100000 Thread           TID 2672 PID 837776392
0xfffffa803332d3d0   2672              0x650           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffffa80315f27c0   2672              0x654           0x1f0003 Event            
0xfffffa8031498060   2672              0x658           0x1f0003 Event            
0xfffffa80326bc310   2672              0x65c              0x804 EtwRegistration  
0xfffffa803166e6e0   2672              0x660           0x1f0003 Event            
0xfffffa8031f38970   2672              0x664              0x804 EtwRegistration  
0xfffffa80339005a0   2672              0x668           0x100004 WmiGuid          
0xfffffa803148fe70   2672              0x66c           0x1f0003 Event            
0xfffffa803148e5e0   2672              0x670           0x1f0003 Event            
0xfffffa8031ef7060   2672              0x674           0x1fffff Thread           TID 2672 PID 837776392
0xfffffa8031163830   2672              0x678          0x21f0003 Event            
0xfffffa8030ffbe90   2672              0x67c           0x1f0003 Event            
0xfffffa803165f530   2672              0x680              0x804 EtwRegistration  
0xfffffa8031629080   2672              0x684           0x1f0003 Event            ShellReadyEvent
0xfffffa803119e850   2672              0x688           0x1f0003 Event            
0xfffffa8031448ba0   2672              0x68c           0x1f0003 Event            
0xfffffa8031efe3d0   2672              0x690              0x804 EtwRegistration  
0xfffffa8031f02320   2672              0x694           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffffa8031662270   2672              0x698           0x100003 Event            
0xfffffa80316621f0   2672              0x69c           0x100003 Event            
0xfffffa8032548b30   2672              0x6a0              0x804 EtwRegistration  
0xfffffa8031f07060   2672              0x6a4           0x1f0003 Event            
0xfffffa8031f011b0   2672              0x6a8           0x100003 Event            
0xfffffa8032423d90   2672              0x6ac           0x1f0003 Event            C::Users:Warren:AppData:Local:Microsoft:Windows:Explorer:thumbcache_idx.db!rwWriterEvent
0xfffffa8031432060   2672              0x6b0           0x1fffff Thread           TID 2672 PID 826483720
0xfffffa80323d3b50   2672              0x6b8           0x100000 Thread           TID 2928 PID 842874616
0xfffffa80325d1370   2672              0x6bc           0x1f0003 Event            
0xfffffa803152b410   2672              0x6c0              0x804 EtwRegistration  
0xfffffa80324cd060   2672              0x6c4           0x1fffff Thread           TID 2672 PID 843895816
0xfffffa8032454080   2672              0x6c8           0x1f0001                  
0xfffffa8031e4f6d0   2672              0x6cc           0x1f0001 ALPC Port        
0xfffffa8031f02060   2672              0x6d0          0x21f0003 Event            
0xfffffa803281fe20   2672              0x6d4           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffffa803338df20   2672              0x6dc           0x12019f File             \Device\WMIDataDevice
0xfffffa80332c6390   2672              0x6e8              0x804 EtwRegistration  
0xfffffa803140b0f0   2672              0x6ec           0x1f0003 Event            
0xfffffa8031f39360   2672              0x6f0              0x804 EtwRegistration  
0xfffffa80313317e0   2672              0x6f4           0x100081 File             \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0xfffffa80313db3a0   2672              0x6f8           0x1f0003 Event            
0xfffffa8031e4f060   2672              0x6fc           0x1fffff Thread           TID 2672 PID 837088264
0xfffff8a0013d41c0   2672              0x700                0x4 Section          C:*ProgramData*Microsoft*Windows*Caches*cversions.2.ro
0xfffffa8033218a70   2672              0x704           0x100081 File             \Device\HarddiskVolume1\Users\Warren\AppData\Roaming\Microsoft\Windows\Printer Shortcuts
0xfffffa803145e360   2672              0x708           0x1f0003 Event            
0xfffffa8031ef36d0   2672              0x710              0x804 EtwRegistration  
0xfffffa8031f17060   2672              0x714           0x100000 Thread           TID 2672 PID 837907464
0xfffffa8031566060   2672              0x718          0x21f0003 Event            
0xfffffa8032414e50   2672              0x71c          0x21f0003 Event            
0xfffffa8031f17060   2672              0x720           0x1fffff Thread           TID 2672 PID 837907464
0xfffffa8031ef4060   2672              0x724           0x1fffff Thread           TID 2672 PID 837764104
0xfffffa8033558060   2672              0x728          0x21f0003 Event            
0xfffffa8031598120   2672              0x72c           0x1f0003 Event            
0xfffffa8031ef4060   2672              0x730           0x1fffff Thread           TID 2672 PID 837764104
0xfffffa8031158dd0   2672              0x734           0x1f0003 Event            
0xfffffa8031ef4060   2672              0x738               0x10 Thread           TID 2672 PID 837764104
0xfffffa8031866890   2672              0x73c              0x804 EtwRegistration  
0xfffffa8031e1bf90   2672              0x740              0x804 EtwRegistration  
0xfffffa8031f17060   2672              0x744               0x10 Thread           TID 2672 PID 837907464
0xfffffa80318641b0   2672              0x748           0x1f0003 Event            
0xfffffa8031ef8060   2672              0x74c           0x1fffff Thread           TID 2672 PID 837780488
0xfffffa80317f9580   2672              0x750              0x804 EtwRegistration  
0xfffff8a00061b990   2672              0x754            0x20019 Key              USER\S-1-5-21-4288132831-552422005-3632184702-1000\SOFTWARE\MICROSOFT\MSF\REGISTRATION\LISTEN
0xfffffa80312521b0   2672              0x758           0x1f0003 Event            
0xfffff8a0055f85b0   2672              0x75c            0xf003f Key              MACHINE
0xfffffa8031ecc440   2672              0x760           0x1f0003 Event            
0xfffffa8033224ab0   2672              0x764           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffffa803281a880   2672              0x768           0x1f0003 Event            
0xfffffa80316aa570   2672              0x76c           0x1f0003 Event            
0xfffffa8031631b40   2672              0x770          0x21f0003 Event            
0xfffffa8031e4f060   2672              0x774               0x10 Thread           TID 2672 PID 837088264
0xfffffa80338984e0   2672              0x778              0x804 EtwRegistration  
0xfffffa8033898400   2672              0x77c              0x804 EtwRegistration  
0xfffffa803327a850   2672              0x780           0x1f0003 Event            
0xfffffa8031677060   2672              0x784              0x84a Thread           TID 2672 PID 828863496
0xfffffa8031f33b20   2672              0x788              0x804 EtwRegistration  
0xfffffa80331c5d10   2672              0x78c            0x200bf Desktop          Default
0xfffffa8032578d60   2672              0x790              0x804 EtwRegistration  
0xfffffa8032578e40   2672              0x794              0x804 EtwRegistration  
0xfffffa8031f33560   2672              0x798           0x1f0001 Mutant           ALTTAB_RUNNING_MUTEX
0xfffffa8031f334c0   2672              0x79c          0x21f0003 Event            
0xfffffa8032578ac0   2672              0x7a0              0x804 EtwRegistration  
0xfffffa80325789e0   2672              0x7a4              0x804 EtwRegistration  
0xfffffa8032578900   2672              0x7a8              0x804 EtwRegistration  
0xfffffa8032578820   2672              0x7ac              0x804 EtwRegistration  
0xfffffa8031f28840   2672              0x7b0           0x1f0003 Event            
0xfffffa80325c3120   2672              0x7b4           0x1f0001 Mutant           
0xfffffa8031eb61f0   2672              0x7b8           0x1f0003 Event            
0xfffffa8031155e60   2672              0x7bc           0x1f0001 Mutant           
0xfffffa8032544e80   2672              0x7c0           0x1f0003 Event            
0xfffffa8031413460   2672              0x7c4           0x1f0001 Mutant           
0xfffffa803252fe80   2672              0x7c8           0x1f0003 Event            
0xfffffa8031e72950   2672              0x7cc           0x1f0001 Mutant           
0xfffffa8031ec13d0   2672              0x7d0           0x1f0003 Event            
0xfffffa80327d1c20   2672              0x7d4           0x1f0003 Event            
0xfffffa803166ecd0   2672              0x7d8           0x1f0003 Event            
0xfffffa8031f0d680   2672              0x7dc           0x1f0003 Event            
0xfffffa8033442950   2672              0x7e0           0x1f0001 Mutant           
0xfffffa8033443750   2672              0x7e4           0x1f0003 Event            
0xfffffa8031662830   2672              0x7e8           0x1f0003 Event            
0xfffffa80323d46e0   2672              0x7ec           0x1f0003 Event            
0xfffffa8031831950   2672              0x7f0           0x1f0001 Mutant           
0xfffffa8031ef61f0   2672              0x7f4           0x1f0003 Event            
0xfffffa8033876390   2672              0x7f8           0x1f0003 Event            
0xfffffa80316b3c40   2672              0x804           0x1f0003 Event            
0xfffffa80324482b0   2672              0x808           0x1f0003 Event            
0xfffffa8031eff6d0   2672              0x80c           0x1f0001 ALPC Port        
0xfffffa80321a7530   2672              0x810           0x100020 File             \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.18837_none_fa3b1e3d17594757
0xfffffa8032195b40   2672              0x814           0x1f0003 Event            
0xfffffa80323851c0   2672              0x818              0x804 EtwRegistration  
0xfffffa8031f3f070   2672              0x81c              0x804 EtwRegistration  
0xfffffa8031f3fc20   2672              0x820              0x804 EtwRegistration  
0xfffffa8031f3fb40   2672              0x824              0x804 EtwRegistration  
0xfffffa8031f3fa60   2672              0x828              0x804 EtwRegistration  
0xfffffa8031471070   2672              0x82c           0x1f0001 ALPC Port        
0xfffffa8031676070   2672              0x830           0x1f0001 ALPC Port        
0xfffffa80325b1340   2672              0x834           0x1f0003 Event            
0xfffffa8032579c70   2672              0x838           0x1f0003 Event            
0xfffffa80326bd760   2672              0x83c              0x804 EtwRegistration  
0xfffffa80326bd680   2672              0x840              0x804 EtwRegistration  
0xfffffa8033838f90   2672              0x844              0x804 EtwRegistration  
0xfffffa8033838eb0   2672              0x848              0x804 EtwRegistration  
0xfffffa80313f0a80   2672              0x84c              0x804 EtwRegistration  
0xfffffa80313f09a0   2672              0x850              0x804 EtwRegistration  
0xfffffa80314122a0   2672              0x854              0x804 EtwRegistration  
0xfffffa803135ce90   2672              0x858              0x804 EtwRegistration  
0xfffffa8032432b30   2672              0x85c           0x1f0003 Event            
0xfffffa803215ce50   2672              0x864           0x1f0003 Semaphore        
0xfffffa8031f3f5f0   2672              0x868           0x100080 File             \Device\Nsi
